종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"389500","에스비비테크","KOSDAQ","기술성장기업부","26500","-400","-1.49","26850","27050","26500","2094","55790250","163634956000","6174904"
"042110","에스씨디","KOSDAQ","우량기업부","1500","-1","-0.07","1500","1500","1495","2081","3119128","72494346000","48329564"
"298060","에스씨엠생명과학","KOSDAQ","기술성장기업부","3145","-30","-0.94","3180","3205","3110","26109","82493415","64369494960","20467248"
"065420","에스아이리소스","KOSDAQ","중견기업부","235","0","0.00","237","237","232","97915","22838425","16820665265","71577299"
"270210","에스알바이오텍","KONEX","일반기업부","3700","-100","-2.63","3800","4200","3700","602","2296500","4598008500","1242705"
"103230","에스앤더블류","KOSDAQ","벤처기업부","4670","35","0.76","4620","4685","4590","9476","44070520","33624000000","7200000"
"260970","에스앤디","KOSDAQ","벤처기업부","32000","0","0.00","32300","32300","31750","3280","105018150","129901440000","4059420"
"101490","에스앤에스텍","KOSDAQ","우량기업부","44500","-450","-1.00","44700","44750","44350","13862","616453500","954589391500","21451447"
"095910","에스에너지","KOSDAQ","중견기업부","2045","25","1.24","2045","2050","2000","26508","53721790","39886708635","19504503"
"275630","에스에스알","KOSDAQ","벤처기업부","4230","-5","-0.12","4235","4235","4230","789","3341315","25456093470","6017989"
"031330","에스에이엠티","KOSDAQ","우량기업부","3865","-15","-0.39","3875","3875","3805","45097","172952755","386480933955","99995067"
"060540","에스에이티","KOSDAQ","우량기업부","2280","20","0.88","2255","2280","2245","22273","50494020","59583937680","26133306"
"351320","에스에이티이엔지","KOSDAQ","벤처기업부","2015","-25","-1.23","2050","2050","2015","4538","9229365","44362010290","22015886"
"056190","에스에프에이","KOSDAQ GLOBAL","우량기업부","26000","-100","-0.38","26100","26150","25900","6009","156259600","933627760000","35908760"
"080000","에스엔유","KOSDAQ","우량기업부","2615","0","0.00","2610","2640","2610","3854","10112255","89754305050","34322870"
"005850","에스엘","KOSPI",,"33350","-100","-0.30","33500","33500","33100","5835","194236050","1549058142000","46448520"
"214310","에스엘에너지","KOSDAQ","투자주의환기종목(소속부없음)","306","0","0.00","0","0","0","0","0","22516276518","73582603"
"246250","에스엘에스바이오","KOSDAQ","기술성장기업부","4790","70","1.48","4720","4790","4700","494","2331595","36758953370","7674103"
"258540","에스엘테라퓨틱스","KONEX","일반기업부","700","-48","-6.42","798","798","700","899","629898","7264683300","10378119"
"041510","에스엠","KOSDAQ","우량기업부","82300","-2000","-2.37","84000","84400","81400","41049","3384983800","1941417660600","23589522"
"010580","에스엠벡셀","KOSPI",,"1577","-8","-0.50","1585","1585","1571","2792","4393812","175444025520","111251760"
"299670","에스엠비나","KONEX","일반기업부","1800","0","0.00","0","0","0","0","0","9810000000","5450000"
"007820","에스엠코어","KOSDAQ","중견기업부","5670","30","0.53","5640","5670","5560","9928","55606990","113592473820","20033946"
"109610","에스와이","KOSDAQ","중견기업부","4740","45","0.96","4715","4765","4680","117019","553089340","231821076000","48907400"
"365330","에스와이스틸텍","KOSDAQ","중견기업부","2595","-10","-0.38","2580","2615","2575","6723","17412705","79432950000","30610000"
"012750","에스원","KOSPI",,"62400","-600","-0.95","63100","63200","62400","1473","92618700","2371148707200","37999178"
"031860","에스유홀딩스","KOSDAQ","투자주의환기종목(소속부없음)","160","0","0.00","0","0","0","0","0","20848562400","130303515"
"306040","에스제이그룹","KOSDAQ","우량기업부","7230","-50","-0.69","7290","7310","7230","2334","17026660","71329936440","9865828"
"033530","에스제이지세종","KOSPI",,"6040","20","0.33","6000","6050","6000","7975","48027930","168038604440","27820961"
"217910","에스제이켐","KONEX","일반기업부","497","21","4.41","497","497","497","1","497","6456289434","12990522"
"457940","에스케이증권제10호스팩","KOSDAQ","SPAC(소속부없음)","2360","0","0.00","0","0","0","0","0","7811600000","3310000"
"472230","에스케이증권제11호스팩","KOSDAQ","SPAC(소속부없음)","2095","-5","-0.24","2100","2100","2095","176","369030","8704725000","4155000"
"473000","에스케이증권제12호스팩","KOSDAQ","SPAC(소속부없음)","2110","10","0.48","2100","2110","2100","43678","92005650","6984100000","3310000"
"435870","에스케이증권제8호스팩","KOSDAQ","SPAC(소속부없음)","2240","0","0.00","0","0","0","0","0","8332800000","3720000"
"455910","에스케이증권제9호스팩","KOSDAQ","SPAC(소속부없음)","2200","-5","-0.23","2205","2205","2200","225","495015","11044000000","5020000"
"096630","에스코넥","KOSDAQ","중견기업부","1909","35","1.87","1906","1921","1880","678928","1292172980","148280702587","77674543"
"069510","에스텍","KOSDAQ","중견기업부","8430","-110","-1.29","8420","8620","8420","914","7712500","91971300000","10910000"
"234300","에스트래픽","KOSDAQ","우량기업부","4120","-10","-0.24","4120","4125","4105","3023","12433850","113432837040","27532242"
"039440","에스티아이","KOSDAQ","우량기업부","34700","-850","-2.39","35600","35650","34550","88911","3103266500","549301000000","15830000"
"098660","에스티오","KOSDAQ","중견기업부","2185","10","0.46","2175","2205","2175","6458","14075720","27314632560","12500976"
"052020","에스티큐브","KOSDAQ","관리종목(소속부없음)","6800","-20","-0.29","6680","6890","6620","55967","377452720","317520893200","46694249"
"237690","에스티팜","KOSDAQ GLOBAL","우량기업부","91100","-1700","-1.83","92700","92800","89800","67966","6173207600","1724878654400","18933904"
"050760","에스폴리텍","KOSDAQ","중견기업부","1801","-18","-0.99","1802","1823","1801","5927","10680058","29418755078","16334678"
"288620","에스퓨얼셀","KOSDAQ","벤처기업부","14650","220","1.52","14600","14800","14440","5738","83740230","102246979400","6979316"
"443670","에스피소프트","KOSDAQ","벤처기업부","22150","50","0.23","22350","22600","21950","297863","6618090300","469514125900","21197026"
"317830","에스피시스템스","KOSDAQ","벤처기업부","9360","-20","-0.21","9380","9380","9320","585","5478170","100842936480","10773818"
"058610","에스피지","KOSDAQ","우량기업부","28650","0","0.00","28750","28750","28500","17455","499984500","635381364000","22177360"
"043340","에쎈테크","KOSDAQ","중견기업부","641","-5","-0.77","649","649","641","597","383488","60895000000","95000000"
"023960","에쓰씨엔지니어링","KOSPI",,"1528","-10","-0.65","1526","1549","1526","21104","32356405","50212167248","32861366"
"298690","에어부산","KOSPI",,"3045","45","1.50","3080","3120","3010","338286","1036379825","355168800000","116640000"
"187660","에이디엠코리아","KOSDAQ","중견기업부","3530","-20","-0.56","3650","3670","3530","160221","576928110","77081962500","21836250"
"054630","에이디칩스","KOSDAQ","관리종목(소속부없음)","158","0","0.00","0","0","0","0","0","12594094838","79709461"
"200710","에이디테크놀로지","KOSDAQ","중견기업부","39900","-1000","-2.44","40250","40700","39700","51058","2042059550","536288797800","13440822"
"096690","에이루트","KOSDAQ","투자주의환기종목(소속부없음)","2155","70","3.36","2095","2185","2095","75241","161728180","72143342295","33477189"
"140910","에이리츠","KOSPI",,"3130","0","0.00","0","0","0","0","0","13969290160","4463032"
"078520","에이블씨엔씨","KOSPI",,"7370","170","2.36","7190","7380","7150","26306","191188780","191724366570","26014161"
"298380","에이비엘바이오","KOSDAQ","기술성장기업부","25450","-150","-0.59","25200","25700","25200","44448","1131019750","1218865117550","47892539"
"203400","에이비온","KOSDAQ","기술성장기업부","7530","250","3.43","7150","7630","7150","22200","166805920","165855727290","22025993"
"195990","에이비프로바이오","KOSDAQ","중견기업부","560","35","6.67","526","568","523","1294204","714295557","159426243760","284689721"
"003800","에이스침대","KOSDAQ","우량기업부","26400","100","0.38","26450","26450","26400","21","554500","292776000000","11090000"
"088800","에이스테크","KOSDAQ","중견기업부","2055","-40","-1.91","2080","2080","2045","91187","187313020","143698080015","69926073"
"241840","에이스토리","KOSDAQ","우량기업부","11200","120","1.08","11070","11210","11050","5486","61015680","106847932800","9539994"
"311960","에이아이더뉴트리진","KONEX","일반기업부","10900","610","5.93","10900","10900","10900","10","109000","33383037600","3062664"
"453860","에이에스텍","KOSDAQ","벤처기업부","31200","2050","7.03","29550","31250","29400","37023","1124055300","176505108000","5657215"
"312610","에이에프더블류","KOSDAQ","중견기업부","2025","20","1.00","2030","2030","2025","508","1031200","41020198200","20256888"
"015260","에이엔피","KOSPI",,"1102","0","0.00","1102","1102","1098","2773","3053831","49718817188","45116894"
"172670","에이엘티","KOSDAQ","벤처기업부","22250","0","0.00","22200","22450","21950","12427","275679300","199365762750","8960259"
"234070","에이원알폼","KONEX","일반기업부","1788","-1","-0.06","1788","1788","1788","1","1788","12406005816","6938482"
"445090","에이직랜드","KOSDAQ","벤처기업부","58100","300","0.52","58600","58700","57700","46237","2693029200","620415272400","10678404"
"072990","에이치시티","KOSDAQ","우량기업부","10290","-20","-0.19","10280","10340","10200","3032","31185040","74986738890","7287341"
"044990","에이치엔에스하이텍","KONEX","일반기업부","24950","0","0.00","24350","24950","24350","249","6081500","187401046800","7511064"
"239610","에이치엘사이언스","KOSDAQ","우량기업부","13940","-30","-0.21","13970","13970","13760","282","3906560","75166083100","5392115"
"462020","에이치엠씨제6호스팩","KOSDAQ","SPAC(소속부없음)","2075","0","0.00","0","0","0","0","0","9015875000","4345000"
"148930","에이치와이티씨","KOSDAQ","중견기업부","6530","-30","-0.46","6550","6590","6520","1594","10447160","66444140890","10175213"
"044780","에이치케이","KOSDAQ","벤처기업부","1527","-4","-0.26","1519","1531","1516","1381","2096959","28258336749","18505787"
"357230","에이치피오","KOSDAQ","중견기업부","3995","10","0.25","4025","4025","3970","14050","56120565","168147500565","42089487"
"355690","에이텀","KOSDAQ","기술성장기업부","14760","380","2.64","14450","14800","14450","78606","1149050500","79662967200","5397220"
"071670","에이테크솔루션","KOSDAQ","우량기업부","10110","-70","-0.69","10210","10210","10110","2878","29121680","101100000000","10000000"
"045660","에이텍","KOSDAQ","우량기업부","14560","60","0.41","14650","14650","14460","5389","78303810","120265600000","8260000"
"224110","에이텍모빌리티","KOSDAQ","중견기업부","14290","80","0.56","14210","14320","14180","1258","17921240","76308600000","5340000"
"021080","에이티넘인베스트","KOSDAQ","우량기업부","2940","15","0.51","2920","2940","2920","13257","38857215","141120000000","48000000"
"089530","에이티세미콘","KOSDAQ","관리종목(소속부없음)","600","0","0.00","0","0","0","0","0","57896956200","96494927"
"200470","에이팩트","KOSDAQ","벤처기업부","5800","-150","-2.52","5910","5940","5770","216438","1261933540","245700139400","42362093"
"207490","에이펙스인텍","KONEX","일반기업부","7000","0","0.00","0","0","0","0","0","25200000000","3600000"
"262260","에이프로","KOSDAQ","우량기업부","11540","-70","-0.60","11620","11620","11500","3666","42362520","166962474080","14468152"
"007460","에이프로젠","KOSPI",,"1570","68","4.53","1507","1583","1500","2565728","3985046739","415794495060","264837258"
"003060","에이프로젠바이오로직스","KOSPI",,"1568","25","1.62","1544","1579","1537","32164","50049320","104390333824","66575468"
"397030","에이프릴바이오","KOSDAQ","기술성장기업부","15870","90","0.57","15800","15900","15630","23083","364589050","344722585500","21721650"
"244920","에이플러스에셋","KOSPI",,"3925","-25","-0.63","3915","3960","3915","1312","5142820","88735195025","22607693"
"278470","에이피알","KOSPI",,"291000","-1000","-0.34","290000","295500","288500","23050","6741698000","2217471798000","7620178"
"230240","에치에프알","KOSDAQ","우량기업부","15750","70","0.45","15510","15750","15510","2441","38135360","212452159500","13489026"
"230360","에코마케팅","KOSDAQ GLOBAL","우량기업부","14470","0","0.00","14480","14650","14340","7750","111988070","464024379630","32068029"
"038870","에코바이오","KOSDAQ","중견기업부","5520","60","1.10","5450","5550","5450","18024","99245800","77362518480","14014949"
"097780","에코볼트","KOSDAQ","중견기업부","1014","5","0.50","1011","1014","1010","1895","1914849","68678562732","67730338"
"448280","에코아이","KOSDAQ","중견기업부","30700","800","2.68","29900","30800","29800","5491","166994600","303225220100","9877043"
"101360","에코앤드림","KOSDAQ","벤처기업부","35400","-50","-0.14","35050","35400","34850","42341","1484672750","405517018200","11455283"
"128540","에코캡","KOSDAQ","벤처기업부","2550","-55","-2.11","2600","2605","2550","6475","16722730","68060673000","26690460"
"086520","에코프로","KOSDAQ","우량기업부","99700","-1400","-1.38","100800","100800","99500","195954","19572859000","13273892498000","133138340"
"450080","에코프로머티","KOSPI",,"104900","-1800","-1.69","106000","106200","104700","21552","2268667500","7236549368200","68985218"
"247540","에코프로비엠","KOSDAQ GLOBAL","우량기업부","219500","-3500","-1.57","221000","222000","219000","62588","13763766500","21467395008000","97801344"
"383310","에코프로에이치엔","KOSDAQ","중견기업부","71900","-1100","-1.51","72700","72700","71700","17878","1288195000","1100424610800","15304932"
"038110","에코플라스틱","KOSDAQ","우량기업부","4555","-5","-0.11","4565","4575","4530","12915","58771010","187526480350","41169370"
"073540","에프알텍","KOSDAQ","투자주의환기종목(소속부없음)","1857","-8","-0.43","1865","1865","1848","2914","5426180","21169800000","11400000"
"064850","에프앤가이드","KOSDAQ","벤처기업부","7140","60","0.85","7110","7140","7110","6","42760","86251200000","12080000"
"036810","에프에스티","KOSDAQ","우량기업부","31850","-650","-2.00","32200","32300","31700","72607","2320594550","692953729650","21756789"
"173940","에프엔씨엔터","KOSDAQ","중견기업부","4000","-50","-1.23","4045","4045","4000","614","2463985","61571232000","15392808"
"083500","에프엔에스테크","KOSDAQ","벤처기업부","11390","50","0.44","11440","11440","11230","18859","212799010","97677473580","8575722"
"446440","에피바이오텍","KONEX","일반기업부","9900","-70","-0.70","9900","9900","9900","16","158400","22745289600","2297504"
"054940","엑사이엔씨","KOSDAQ","중견기업부","857","2","0.23","855","859","854","29969","25643315","28429730636","33173548"
"950130","엑세스바이오","KOSDAQ","외국기업(소속부없음)","6660","10","0.15","6690","6690","6640","4908","32677920","242196541020","36365847"
"205100","엑셈","KOSDAQ","우량기업부","2630","45","1.74","2595","2630","2570","318876","830111185","189263823530","71963431"
"356680","엑스게이트","KOSDAQ","벤처기업부","5630","20","0.36","5600","5630","5560","13598","76085610","160699859960","28543492"
"070300","엑스큐어","KOSDAQ","벤처기업부","3080","60","1.99","3020","3095","3020","7465","22731900","22687507920","7366074"
"317770","엑스페릭스","KOSDAQ","벤처기업부","5220","180","3.57","5080","5240","5040","60232","310713770","118919983320","22781606"
"373200","엑스플러스","KOSDAQ","벤처기업부","1303","33","2.60","1280","1312","1273","190271","246396159","98644471071","75705657"
"092870","엑시콘","KOSDAQ","우량기업부","19910","-290","-1.44","19990","20150","19880","53300","1063914920","215999548270","10848797"
"317870","엔바이오니아","KOSDAQ","기술성장기업부","19050","-90","-0.47","19140","19190","19000","2081","39677670","162053587500","8506750"
"067570","엔브이에이치코리아","KOSDAQ","우량기업부","2575","5","0.19","2570","2580","2570","4386","11277095","108587750000","42170000"
"236810","엔비티","KOSDAQ","기술성장기업부","6820","80","1.19","6800","6890","6760","50163","342078550","115772405320","16975426"
"140610","엔솔바이오사이언스","KONEX","일반기업부","4550","100","2.25","4600","4600","4300","3726","16070820","49266553700","10827814"
"333620","엔시스","KOSDAQ","벤처기업부","8360","80","0.97","8330","8360","8250","884","7382130","88251035840","10556344"
"101400","엔시트론","KOSDAQ","중견기업부","560","-2","-0.36","562","569","557","91193","51118382","33144285440","59186224"
"036570","엔씨소프트","KOSPI",,"184800","900","0.49","183800","184900","182900","11171","2052912100","4057103265600","21954022"
"238170","엔에스엠","KONEX","일반기업부","454","-5","-1.09","391","456","391","6204","2425951","9431706536","20774684"
"224760","엔에스컴퍼니","KONEX","일반기업부","3795","0","0.00","0","0","0","0","0","14951161500","3939700"
"391060","엔에이치스팩20호","KOSDAQ","관리종목(소속부없음)","10450","-10","-0.10","10450","10450","10450","20","209000","53295000000","5100000"
"422040","엔에이치스팩23호","KOSDAQ","SPAC(소속부없음)","2140","0","0.00","2140","2140","2140","10","21400","15322400000","7160000"
"437780","엔에이치스팩24호","KOSDAQ","SPAC(소속부없음)","2160","0","0.00","0","0","0","0","0","10864800000","5030000"
"438580","엔에이치스팩25호","KOSDAQ","SPAC(소속부없음)","2320","0","0.00","2320","2320","2320","342","793440","7006400000","3020000"
"439410","엔에이치스팩26호","KOSDAQ","SPAC(소속부없음)","2070","0","0.00","0","0","0","0","0","18260000000","8800000"
"440820","엔에이치스팩27호","KOSDAQ","SPAC(소속부없음)","2145","0","0.00","0","0","0","0","0","16653000000","7800000"
"451700","엔에이치스팩29호","KOSDAQ","SPAC(소속부없음)","2010","-5","-0.25","2010","2010","2005","27891","55935440","28843500000","14350000"
"466910","엔에이치스팩30호","KOSDAQ","SPAC(소속부없음)","2020","-10","-0.49","2015","2020","2015","328","662320","18382000000","9100000"
"265740","엔에프씨","KOSDAQ","중견기업부","8140","10","0.12","8090","8170","8070","299","2420460","72704852000","8931800"
"354200","엔젠바이오","KOSDAQ","기술성장기업부","3940","-25","-0.63","3965","3990","3930","16682","66137260","50783554380","12889227"
"455900","엔젤로보틱스","KOSDAQ","기술성장기업부","36450","-650","-1.75","36950","37000","36100","80508","2929891700","544759137450","14945381"
"419080","엔젯","KOSDAQ","기술성장기업부","13350","130","0.98","13210","13500","13180","6007","79868300","140412856950","10517817"
"093510","엔지브이아이","KONEX","일반기업부","1877","-1","-0.05","1877","1877","1877","1","1877","11299540000","6020000"
"208860","엔지스테크널러지","KOSDAQ","투자주의환기종목(소속부없음)","2205","0","0.00","0","0","0","0","0","37260989640","16898408"
"183490","엔지켐생명과학","KOSDAQ","기술성장기업부","2115","-5","-0.24","2140","2145","2105","71559","152095190","179913663630","85065562"
"085310","엔케이","KOSPI",,"930","8","0.87","933","933","924","26051","24208279","74384517360","79983352"
"182400","엔케이맥스","KOSDAQ","관리종목(소속부없음)","2020","0","0.00","0","0","0","0","0","172748038620","85518831"
"348370","엔켐","KOSDAQ","벤처기업부","289500","21000","7.82","265500","292000","263500","221375","62561671500","5412005350500","18694319"
"058450","엔터파트너즈","KOSDAQ","중견기업부","4450","240","5.70","4210","4600","4210","69290","305420620","53181344800","11950864"
"069410","엔텔스","KOSDAQ","벤처기업부","4935","-5","-0.10","4930","4955","4900","4548","22423040","50558206440","10244824"
"227950","엔투텍","KOSDAQ","중견기업부","659","4","0.61","655","660","648","14621","9552488","68256274270","103575530"
"291230","엔피","KOSDAQ","중견기업부","2815","15","0.54","2800","2840","2780","38444","107853625","124094751295","44083393"
"198080","엔피디","KOSDAQ","중견기업부","2865","-5","-0.17","2870","2870","2830","24663","70195410","61698305025","21535185"
"048830","엔피케이","KOSDAQ","중견기업부","1514","1","0.07","1512","1516","1510","3149","4763057","28348019422","18723923"
"096870","엘디티","KOSDAQ","벤처기업부","3150","-10","-0.32","3170","3200","3145","11386","36251790","21036960000","6678400"
"276240","엘리비젼","KONEX","일반기업부","649","82","14.46","649","649","649","1","649","6758126562","10413138"
"900140","엘브이엠씨홀딩스","KOSPI",,"2800","-5","-0.18","2805","2815","2795","58799","164994355","480447550800","171588411"
"290650","엘앤씨바이오","KOSDAQ","우량기업부","21250","100","0.47","21150","21250","21050","8002","169337850","482053933750","22684891"
"066970","엘앤에프","KOSPI",,"154100","-900","-0.58","154400","154900","153800","12551","1936301800","5593019125800","36294738"
"156100","엘앤케이바이오","KOSDAQ","벤처기업부","8880","380","4.47","8500","9060","8500","58813","522798390","177038277840","19936743"
"311060","엘에이티","KONEX","일반기업부","4100","0","0.00","0","0","0","0","0","29003949400","7074134"
"073110","엘엠에스","KOSDAQ","벤처기업부","6730","20","0.30","6650","6730","6610","3136","20884350","59868431150","8895755"
"083310","엘오티베큠","KOSDAQ","우량기업부","20650","100","0.49","20550","20700","20500","20473","421455700","367777181450","17810033"
"037950","엘컴텍","KOSDAQ","중견기업부","1394","0","0.00","1395","1396","1387","213634","297318899","117719841486","84447519"
"170920","엘티씨","KOSDAQ","벤처기업부","15360","150","0.99","15360","15410","15210","11923","182341810","150614323200","9805620"
"058630","엠게임","KOSDAQ","우량기업부","5680","80","1.43","5670","5700","5600","23670","134008470","111009221360","19543877"
"058970","엠로","KOSDAQ","기술성장기업부","64300","-800","-1.23","65400","65400","63800","9870","633949700","720939316000","11212120"
"019590","엠벤처투자","KOSDAQ","관리종목(소속부없음)","921","0","0.00","0","0","0","0","0","104963185182","113966542"
"169330","엠브레인","KOSDAQ","중견기업부","2905","55","1.93","2905","2905","2905","4","11620","53036346790","18256918"
"097520","엠씨넥스","KOSPI",,"26700","100","0.38","26650","26750","26500","7060","187909650","480005444400","17977732"
"373170","엠아이큐브솔루션","KOSDAQ","벤처기업부","12450","-90","-0.72","12500","12530","12440","2223","27707820","62722228500","5037930"
"179290","엠아이텍","KOSDAQ","우량기업부","7670","20","0.26","7650","7740","7650","23356","179627650","248244750260","32365678"
"009780","엠에스씨","KOSDAQ","우량기업부","5300","-30","-0.56","5340","5350","5300","301","1604870","93280000000","17600000"
"123040","엠에스오토텍","KOSDAQ","우량기업부","4510","10","0.22","4500","4520","4490","4723","21263980","205918829270","45658277"
"323230","엠에프엠코리아","KOSDAQ","관리종목(소속부없음)","585","1","0.17","584","600","583","54310","31880801","25315577820","43274492"
"032790","엠젠솔루션","KOSDAQ","벤처기업부","1978","-2","-0.10","1968","1984","1968","15723","31061925","82594481614","41756563"
"033160","엠케이전자","KOSDAQ","중견기업부","12060","80","0.67","12170","12170","12010","22352","270412000","266119951860","22066331"
"347890","엠투아이","KOSDAQ","벤처기업부","7320","20","0.27","7290","7320","7290","1075","7856880","123804653280","16913204"
"033310","엠투엔","KOSDAQ","중견기업부","2695","-10","-0.37","2700","2705","2695","2298","6211160","108722312545","40342231"
"259630","엠플러스","KOSDAQ","벤처기업부","10620","50","0.47","10580","10650","10580","6488","68961880","130439109240","12282402"
"060850","영림원소프트랩","KOSDAQ","벤처기업부","8650","-20","-0.23","8670","8670","8610","253","2179550","70333150000","8131000"
"014440","영보화학","KOSPI",,"3550","-5","-0.14","3540","3575","3535","978","3463760","71000000000","20000000"
"143540","영우디에스피","KOSDAQ","벤처기업부","900","-6","-0.66","905","905","893","5337","4786346","40139905500","44599895"
"111770","영원무역","KOSPI",,"38250","-200","-0.52","38450","38550","38250","6388","244980550","1694913651000","44311468"
"009970","영원무역홀딩스","KOSPI",,"87100","400","0.46","86900","87300","86700","365","31773600","1187660063200","13635592"
"003520","영진약품","KOSPI",,"2150","20","0.94","2145","2150","2115","18147","38833970","393219371650","182892731"
"000670","영풍","KOSPI",,"412500","0","0.00","416500","416500","410000","150","61711000","759841500000","1842040"
"036560","영풍정밀","KOSDAQ","우량기업부","12230","0","0.00","12230","12230","12180","2313","28245630","192622500000","15750000"
"006740","영풍제지","KOSPI",,"1888","30","1.61","1854","1894","1854","182452","343280847","87758295424","46482148"
"012280","영화금속","KOSPI",,"876","1","0.11","878","879","873","15924","13941679","45258106380","51664505"
"265560","영화테크","KOSDAQ","우량기업부","8560","20","0.23","8610","8620","8540","1361","11693180","91507940800","10690180"
"012160","영흥","KOSPI",,"491","-1","-0.20","495","495","490","2484","1221545","49743392652","101310372"
"036000","예림당","KOSDAQ","중견기업부","1943","8","0.41","1943","1943","1935","284","551082","44755600211","23034277"
"250930","예선테크","KOSDAQ","벤처기업부","678","20","3.04","659","691","659","19254","12907631","22374298320","33000440"
"053280","예스24","KOSDAQ","우량기업부","4655","0","0.00","4655","4670","4650","630","2935740","116375000000","25000000"
"015360","예스코홀딩스","KOSPI",,"42350","850","2.05","41500","43300","41500","4387","186177300","254100000000","6000000"
"122640","예스티","KOSDAQ","벤처기업부","18590","-70","-0.38","18570","18590","18060","56745","1038433480","354034317780","19044342"
"900300","오가닉티코스메틱","KOSDAQ","외국기업(소속부없음)","104","0","0.00","104","104","103","956535","98910781","25507402024","245263481"
"212310","오건에코텍","KONEX","일반기업부","2595","50","1.96","2500","2600","2500","17","43175","26442017190","10189602"
"045060","오공","KOSDAQ","우량기업부","3055","0","0.00","3055","3065","3050","1617","4938770","51757730570","16941974"
"080520","오디텍","KOSDAQ","벤처기업부","4500","20","0.45","4500","4500","4500","388","1746000","52859740500","11746609"
"007310","오뚜기","KOSPI",,"423000","1000","0.24","424500","424500","421500","217","91749500","1695312090000","4007830"
"039830","오로라","KOSDAQ","우량기업부","6950","0","0.00","6950","7000","6950","931","6493560","74802085500","10762890"
"322310","오로스테크놀로지","KOSDAQ","벤처기업부","28350","-150","-0.53","28250","28500","28050","15271","430611750","265541465700","9366542"
"046120","오르비텍","KOSDAQ","중견기업부","3095","20","0.65","3150","3150","3050","295474","915628930","83778010280","27068824"
"014940","오리엔탈정공","KOSDAQ","우량기업부","3520","10","0.28","3520","3530","3480","53375","187299285","160419286720","45573661"
"002630","오리엔트바이오","KOSPI",,"533","0","0.00","530","535","530","2290","1216604","63204741665","118583005"
"065500","오리엔트정공","KOSDAQ","중견기업부","1431","-22","-1.51","1455","1456","1431","26851","38715550","45424107072","31742912"
"271560","오리온","KOSPI",,"92500","-200","-0.22","92700","92800","92300","24200","2238629500","3657092210000","39536132"
"001800","오리온홀딩스","KOSPI",,"14790","90","0.61","14700","14790","14670","3347","49382340","926525791380","62645422"
"010470","오리콤","KOSDAQ","우량기업부","7780","0","0.00","7850","7850","7760","510","3968590","93165889000","11975050"
"417860","오브젠","KOSDAQ","기술성장기업부","14620","-190","-1.28","14920","14920","14500","3092","45178230","57088907000","3904850"
"352910","오비고","KOSDAQ","기술성장기업부","7480","-50","-0.66","7470","7520","7440","3434","25649150","91217163840","12194808"
"053980","오상자이엘","KOSDAQ","우량기업부","4640","10","0.22","4685","4685","4630","475","2202680","88080113120","18982783"
"036220","오상헬스케어","KOSDAQ","벤처기업부","15240","240","1.60","14840","15300","14620","25519","379261770","220818699840","14489416"
"052420","오성첨단소재","KOSDAQ","중견기업부","1403","-3","-0.21","1407","1410","1402","45212","63469619","118347309508","84353036"
"039200","오스코텍","KOSDAQ","벤처기업부","28450","-450","-1.56","28500","28850","28250","39317","1118187200","1080928304250","37993965"
"226400","오스테오닉","KOSDAQ","기술성장기업부","4670","50","1.08","4640","4680","4570","7610","35334865","96489676670","20661601"
"031510","오스템","KOSDAQ","중견기업부","1516","4","0.26","1548","1548","1513","6096","9330651","42448000000","28000000"
"368970","오에스피","KOSDAQ","벤처기업부","4400","75","1.73","4390","4425","4350","13742","60303940","41123104000","9346160"
"138080","오이솔루션","KOSDAQ","벤처기업부","12710","-10","-0.08","12720","12760","12700","842","10728910","135032247450","10624095"
"080580","오킨스전자","KOSDAQ","우량기업부","7430","-200","-2.62","7710","7710","7390","38010","283364150","131357184140","17679298"
"067170","오텍","KOSDAQ","중견기업부","4170","0","0.00","4210","4210","4120","1206","5017145","64182992850","15391605"
"353590","오토앤","KOSDAQ","중견기업부","5130","0","0.00","5130","5130","5100","1763","9010790","66051674100","12875570"
"173130","오파스넷","KOSDAQ","우량기업부","8310","30","0.36","8280","8380","8270","17855","148381150","108416190630","13046473"
"440320","오픈놀","KOSDAQ","기술성장기업부","6010","-40","-0.66","6070","6070","5990","7539","45373160","58928050000","9805000"
"049480","오픈베이스","KOSDAQ","우량기업부","2555","-15","-0.58","2570","2575","2555","14631","37472050","80284188565","31422383"
"394280","오픈엣지테크놀로지","KOSDAQ","기술성장기업부","27250","-500","-1.80","27350","27550","27100","60804","1657005100","595086372000","21838032"
"309930","오하임앤컴퍼니","KOSDAQ","중견기업부","2820","0","0.00","2820","2890","2795","5292","14966585","60040591800","21290990"
"244460","올리패스","KOSDAQ","관리종목(소속부없음)","524","2","0.38","517","529","505","15764","8148880","16370074924","31240601"
"226950","올릭스","KOSDAQ","기술성장기업부","15100","-20","-0.13","15070","15350","15070","1726","26099290","249551584500","16526595"
"057540","옴니시스템","KOSDAQ","중견기업부","1066","11","1.04","1080","1090","1063","496761","534656045","65505012430","61449355"
"131030","옵투스제약","KOSDAQ","우량기업부","6220","-30","-0.48","6400","6400","6210","32938","207986360","100472667640","16153162"
"082210","옵트론텍","KOSDAQ","중견기업부","4390","-35","-0.79","4380","4405","4355","21704","94950055","119600233710","27243789"
